Nom,Type de Source,Origine: nom UO,Bassin de collecte,Acteur: nom UO,Type de transaction,Sous type de transaction,Contenant,Priorite,Date de debut,Date de fin,Matieres dangereuses,Chaine materiautheque
1820-CDP - PAPREC RESEAU,Unite operationnelle,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),Evacuation,CSR,,1,01/01/2018,,non,non
1820-CDP - PAPREC RESEAU,Unite operationnelle,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),Evacuation,Non DEA DIB,,1,01/01/2019,,non,non
1820-CDP - PAPREC RESEAU,Unite operationnelle,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),Evacuation,Non DEA Cartons,,1,01/01/2019,,non,non
1820-CDP - PAPREC RESEAU,Unite operationnelle,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),Evacuation,Bois B,,1,01/01/2019,,non,non
1820-CDP - PAPREC RESEAU,Unite operationnelle,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),Evacuation,CSR,,1,01/01/2018,,non,non
1820 - CDP - PAPREC RESEAU  - FERRAILLES,Unite operationnelle,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),,CDP - PAPREC MEDITERRANEE ( PAPREC RESEAU ),Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Non DEA DEEE,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST ,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST ,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST ,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST - FERRAILLES ,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST - NON DEA DEEE,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Non DEA DEEE,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST - NON  DEA DIB,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST - NON DEA GRAVATS,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Non DEA gravats,,1,01/08/2018,,non,non
1820 - CDP - PAPREC SUD OUEST - PLASTIQUE  EN MELANGE ,Unite operationnelle,CDP - PAPREC SUD OUEST,,CDP - PAPREC SUD OUEST,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,Non DEA Cartons,,1,01/08/2018,,non,non
1820 - CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820-CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,Plastiques en melange,,1,01/01/2018,,non,non
1820-CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,DIB,,1,01/01/2018,,non,non
1820-CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,PE,,1,01/01/2018,,non,non
1820-CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,PP,,1,01/01/2018,,non,non
1820-CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,Non DEA DIB,,1,01/01/2018,,non,non
1820-CDP - PENA METAUX,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,CSR,,1,01/01/2018,,non,non
1820 - CDP - PENA METAUX - FERRAILLES,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - PENA METEAUX - NON DEA CARTONS,Unite operationnelle,CDP - PENA METAUX,,CDP - PENA METAUX,Evacuation,Non DEA Cartons,,1,01/08/2018,,non,non
1820 - CDP - PLANCHER ENVIRONNEMENT,Unite operationnelle,CDP - PLANCHER ENVIRONNEMENT,,CDP - PLANCHER ENVIRONNEMENT,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - PLANCHER ENVIRONNEMENT ,Unite operationnelle,CDP - PLANCHER ENVIRONNEMENT,,CDP - PLANCHER ENVIRONNEMENT,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - PLANCHER ENVIRONNEMENT - FERAILLES ,Unite operationnelle,CDP - PLANCHER ENVIRONNEMENT,,CDP - PLANCHER ENVIRONNEMENT,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - PLANCHER ENVIRONNEMENT - FERRAILLES ,Unite operationnelle,CDP - PLANCHER ENVIRONNEMENT,,CDP - PLANCHER ENVIRONNEMENT,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - PRAXY CENTRE,Unite operationnelle,CDP - PRAXY CENTRE,,CDP - PRAXY CENTRE,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - PRAXY CENTRE,Unite operationnelle,CDP - PRAXY CENTRE,,CDP - PRAXY CENTRE,Evacuation,Ne pas utiliser 25 fev 2020 (Rembourres) ,,1,01/08/2018,,non,non
1820 - CDP - PRAXY CENTRE,Unite operationnelle,CDP - PRAXY CENTRE,,CDP - PRAXY CENTRE,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - PRAXY CENTRE ,Unite operationnelle,CDP - PRAXY CENTRE,,CDP - PRAXY CENTRE,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - PRAXY CENTRE ,Unite operationnelle,CDP - PRAXY CENTRE,,CDP - PRAXY CENTRE,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - PRAXY CENTRE ,Unite operationnelle,CDP - PRAXY CENTRE,,CDP - PRAXY CENTRE,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - PRAXY CENTRE ,Unite operationnelle,CDP - PRAXY CENTRE,,CDP - PRAXY CENTRE,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP RECYCMATELAS (RME) - LIMAY 78 ,Unite operationnelle,CDP - RECYCMATELAS (RME) - LIMAY (78),,CDP - RECYCMATELAS (RME) - LIMAY (78),Evacuation,CSR Matelas,,1,01/08/2018,,non,non
1820 - CDP - REZE - FERS -PLASTIQUE EN MeLANGE ,Unite operationnelle,CDP - FERS - REZE,,CDP - FERS - REZE,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - SERDEX LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - SERDEX LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - SERDEX LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SERDEX LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - SERDEX LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SERDEX - LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - SERDEX - LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,CSR,,1,01/08/2018,,non,non
1820 - CDP - SERDEX - LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SERDEX - LYON,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - SERDEX LYON ,Unite operationnelle,CDP - SERDEX - LYON ,,CDP - SERDEX - LYON ,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SERDEX -  SAINT PRIEST,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - SERDEX - SAINT PRIEST ,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,CSR,,1,01/08/2018,,non,non
1820 - CDP - SERDEX - SAINT PRIEST ,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - SERDEX - SAINT PRIEST ,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SERDEX SAINT PRIEST,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SERDEX SAINT PRIEST,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - SERDEX SAINT PRIEST,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - SERDEX SAINT PRIEST ,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP SERDEX - SAINT  PRIEST,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP SERDEX - SAINT PRIEST ,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - SERDEX SAINT PRIEST - Ferrailles,Unite operationnelle,CDP - SERDEX - SAINT PRIEST,,CDP - SERDEX - SAINT PRIEST,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Non DEA DEEE,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Non DEA papier,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Verre,,1,01/08/2018,,non,non
1820 - CDP - SOFOVAR ,Unite operationnelle,CDP - SOFOVAR - ECOPOLE RECYCLAGE,,CDP - SOFOVAR - ECOPOLE RECYCLAGE,Evacuation,Autre Non DEA Dangereux,,1,01/08/2018,,non,non
1820 - CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Unite operationnelle,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Unite operationnelle,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Evacuation,Non DEA DEEE,,1,01/08/2018,,non,non
1820 - CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Unite operationnelle,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Unite operationnelle,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER ,Unite operationnelle,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUD EST ASSAINISSEMENT - RUVALOR FERRAILLES ,Unite operationnelle,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,,CDP - SUD EST ASSAINISSEMENT - NICE SAQUIER,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUE RV PYRENEES - JUILLAN ,Unite operationnelle,CDP - SUEZ RV PYRENEES - JUILLAN,,CDP - SUEZ RV PYRENEES - JUILLAN,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ BOULAZAC - BOIS B,Unite operationnelle,CDP - SUEZ RV SUD OUEST - GUERET / BOULAZAC,,CDP - SUEZ RV SUD OUEST - GUERET / BOULAZAC,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SUEZ BOULAZAC - DIB ,Unite operationnelle,CDP - SUEZ RV SUD OUEST - GUERET / BOULAZAC,,CDP - SUEZ RV SUD OUEST - GUERET / BOULAZAC,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ BOULAZAC - FERRAILLES,Unite operationnelle,CDP - SUEZ RV SUD OUEST - GUERET / BOULAZAC,,CDP - SUEZ RV SUD OUEST - GUERET / BOULAZAC,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP -SUEZ BOULAZAC -NON DEA DIB,Unite operationnelle,CDP - SUEZ RV SUD OUEST - GUERET / BOULAZAC,,CDP - SUEZ RV SUD OUEST - GUERET / BOULAZAC,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ FAMECK - LORFER - FERRAILLES ,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ IDF - VITRY,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Non DEA Cartons,,1,01/08/2018,,non,non
1820 - CDP - SUEZ IDF - VITRY,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - SUEZ IDF - VITRY ,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES ,Unite operationnelle,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES ,Unite operationnelle,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP SUEZ RV CHARENTES LIMOUSIN - LIMOGES - AUTRE DEA DANGEREUX,Unite operationnelle,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,Evacuation,Autre DEA Dangereux,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES - DIB,Unite operationnelle,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP SUEZ RV CHARENTES LIMOUSIN - LIMOGES - NON DEA DIB ,Unite operationnelle,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,,CDP - SUEZ RV CHARENTES LIMOUSIN - LIMOGES,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - GENNEVILLIERS,Unite operationnelle,CDP - SUEZ RV IDF - GENNEVILLIERS,,CDP - SUEZ RV IDF - GENNEVILLIERS,Evacuation,Ne pas utiliser 25 fev 2020 (Rembourres) ,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - GENNEVILLIERS ,Unite operationnelle,CDP - SUEZ RV IDF - GENNEVILLIERS,,CDP - SUEZ RV IDF - GENNEVILLIERS,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF GENNEVILLIERS - Ferrailles,Unite operationnelle,CDP - SUEZ RV IDF - GENNEVILLIERS,,CDP - SUEZ RV IDF - GENNEVILLIERS,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF GENNEVILLIERS - Ferrailles,Unite operationnelle,CDP - SUEZ RV IDF - GENNEVILLIERS,,CDP - SUEZ RV IDF - GENNEVILLIERS,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - VITRY,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - VITRY,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ne pas utiliser 25 fev 2020 (Rembourres) ,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - VITRY,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - VITRY,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Non DEA DEEE,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - VITRY,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - VITRY,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ne pas utiliser 25 fev 2020 (Rembourres) ,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - VITRY ,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ne pas utiliser 25 fev 2020 (Rembourres) ,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF VITRY - FERRAILLES,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF VITRY - FERRAILLES,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP SUEZ RV IDF - VITRY - PLASTIQUE EN MELANGE,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF - VITRY SUR SEINE,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV IDF- VITRY SUR SEINE,Unite operationnelle,CDP - SUEZ RV IDF - VITRY,,CDP - SUEZ RV IDF - VITRY,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP SUEZ RV NORD ESR FAMECK - NON DEA DIB ,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ R&V NORD EST ,Unite operationnelle,CDP - SUEZ R&V NORD EST - OIRY,,CDP - SUEZ R&V NORD EST - OIRY,Evacuation,Ne pas utiliser 25 fev 2020 (Rembourres) ,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST  - FAMECK,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - FAMECK,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - FAMECK ,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - FAMECK ,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - FAMECK ,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - FAMECK ,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - FAMECK - DIB,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - FAMECK - DIB ,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP SUEZ RV NORD EST - FAMECK - DIB,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,DIB,,1,01/08/2018,,non,non
1820 - CDP  SUEZ RV NORD EST - FAMECK - NON DEA DIB,Unite operationnelle,CDP - SUEZ RV NORD EST - FAMECK,,CDP - SUEZ RV NORD EST - FAMECK,Evacuation,Non DEA DIB,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Unite operationnelle,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Unite operationnelle,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Unite operationnelle,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Evacuation,Bois B,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Unite operationnelle,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Evacuation,Plastiques en melange,,1,01/08/2018,,non,non
1820 - CDP SUEZ RV NORD EST - NOYELLES GODAULT ,Unite operationnelle,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,,CDP - SUEZ RV NORD EST - NOYELLES GODAULT,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP SUEZ RV NORD EST - OIRY - FERRAILLES,Unite operationnelle,CDP - SUEZ R&V NORD EST - OIRY,,CDP - SUEZ R&V NORD EST - OIRY,Evacuation,Ferrailles,,1,01/08/2018,,non,non
1820 - CDP - SUEZ RV NORD EST - TOUL,Unite operationnelle,CDP - SUEZ RV NORD EST - TOUL,,CDP - SUEZ RV NORD EST - TOUL,Evacuation,Non DEA bois A,,1,01/08/2018,,non,non
